City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Hasaki,JP,2022-02-11 17:37:14,35.7333,140.8333,271.37,57,11,6.87
295,Lerwick,GB,2022-02-11 17:41:59,60.1545,-1.1494,278.15,75,99,8.61
296,Honningsvag,NO,2022-02-11 17:41:59,70.9821,25.9704,272.01,86,75,9.26
297,Aripuana,BR,2022-02-11 17:42:00,-9.1667,-60.6333,300.14,81,95,1.8
298,Port Hawkesbury,CA,2022-02-11 17:42:00,45.6169,-61.3485,281.43,58,0,4.92
299,Waipawa,NZ,2022-02-11 17:42:01,-41.4122,175.5153,289.51,98,100,1.7
300,San Patricio,US,2022-02-11 17:42:01,28.017,-97.5169,296.52,45,0,3.02
301,Natal,BR,2022-02-11 17:41:40,-5.795,-35.2094,304.51,66,40,6.69
302,Contamana,PE,2022-02-11 17:42:01,-7.3333,-75.0167,307.29,39,98,2.31
303,Vila Velha,BR,2022-02-11 17:42:02,-20.3297,-40.2925,298.12,89,75,4.92
304,Shahr-E Babak,IR,2022-02-11 17:42:02,30.1165,55.1186,282.7,36,0,1.51
305,Dalby,AU,2022-02-11 17:42:03,-27.1833,151.2667,288.7,94,0,3.65
306,Goure,NE,2022-02-11 17:42:03,13.9835,10.2704,297.6,10,20,4.16
307,Ugoofaaru,MV,2022-02-11 17:42:03,5.6667,73.0,300.68,72,46,2.3
308,Mingaora,PK,2022-02-11 17:42:04,34.7758,72.3625,279.52,39,6,3.4
309,Coihaique,CL,2022-02-11 17:39:10,-45.5752,-72.0662,291.12,42,0,3.09
310,Orange,US,2022-02-11 17:42:04,33.7,-117.7675,301.69,35,0,0.45
311,Valparaiso,CL,2022-02-11 17:41:39,-33.0393,-71.6273,296.28,59,0,2.06
312,Dallas,US,2022-02-11 17:41:21,32.7668,-96.7836,295.35,34,0,7.72
313,Flinders,AU,2022-02-11 17:42:05,-34.5833,150.8552,294.38,87,79,3.13
314,Saint Anthony,US,2022-02-11 17:43:05,45.0205,-93.218,269.26,72,100,9.26
315,Egvekinot,RU,2022-02-11 17:43:06,66.3167,-179.1667,243.15,87,13,3.57
316,Wanlaweyn,SO,2022-02-11 17:43:06,2.6185,44.8938,297.96,65,3,8.84
317,Dhadar,IN,2022-02-11 17:43:07,28.3305,75.0632,289.89,27,0,2.06
318,Bandarbeyla,SO,2022-02-11 17:38:20,9.4942,50.8122,297.0,65,30,8.41
319,Kulhudhuffushi,MV,2022-02-11 17:43:07,6.6221,73.07,300.68,71,69,2.8
320,Sarakhs,IR,2022-02-11 17:43:08,36.5449,61.1577,284.23,66,0,4.12
321,Iqaluit,CA,2022-02-11 17:43:08,63.7506,-68.5145,254.09,77,100,0.0
322,Morehead,US,2022-02-11 17:43:08,37.2711,-87.1764,291.01,29,75,6.17
323,Bahia Honda,CU,2022-02-11 17:43:09,22.9036,-83.1592,298.38,68,50,4.33
324,Kruisfontein,ZA,2022-02-11 17:43:09,-34.0033,24.7314,291.72,74,0,1.45
325,Nome,US,2022-02-11 17:43:09,64.5011,-165.4064,252.19,54,0,0.0
326,Nha Trang,VN,2022-02-11 17:43:10,12.25,109.1833,298.15,84,100,2.7
327,Garzon,CO,2022-02-11 17:43:10,2.1959,-75.6278,300.52,68,71,1.08
328,Laguna,US,2022-02-11 17:43:10,38.421,-121.4238,294.61,75,0,2.06
329,Port Augusta,AU,2022-02-11 17:43:11,-32.5,137.7667,292.23,48,0,3.0
330,Hobyo,SO,2022-02-11 17:43:11,5.3505,48.5268,298.12,67,2,9.02
331,La Ronge,CA,2022-02-11 17:43:11,55.1001,-105.2842,244.29,57,40,0.51
332,Villazon,BO,2022-02-11 17:43:12,-22.0866,-65.5942,293.05,24,34,5.95
333,Aksarka,RU,2022-02-11 17:43:12,66.5606,67.7975,255.4,85,100,5.58
334,Wanning,CN,2022-02-11 17:43:13,18.8003,110.3967,293.48,78,98,1.35
335,Amarante Do Maranhao,BR,2022-02-11 17:43:13,-5.5667,-46.7422,300.15,83,84,0.93
336,Akyab,MM,2022-02-11 17:43:13,20.15,92.9,293.95,63,1,5.75
337,Chandur,IN,2022-02-11 17:43:14,19.7333,79.1833,291.31,32,12,1.03
338,San Quintin,MX,2022-02-11 17:43:14,30.4833,-115.95,295.24,25,0,1.48
339,Kim,TJ,2022-02-11 17:43:14,40.208,70.4688,277.36,48,100,2.27
340,Fort Nelson,CA,2022-02-11 17:43:15,58.8053,-122.7002,250.92,77,75,1.54
341,Lompoc,US,2022-02-11 17:40:11,34.6391,-120.4579,301.55,32,0,3.09
342,Trelew,AR,2022-02-11 17:43:15,-43.249,-65.3051,296.52,13,1,4.64
343,Abilene,US,2022-02-11 17:42:57,32.4487,-99.7331,293.42,32,0,9.77
344,Camopi,GF,2022-02-11 17:43:16,3.1655,-52.3158,300.15,84,75,1.61
345,Morganton,US,2022-02-11 17:43:16,35.7454,-81.6848,292.37,29,0,1.79
346,Tula,RU,2022-02-11 17:43:17,54.2044,37.6111,267.91,88,78,3.07
347,Fortuna,US,2022-02-11 17:43:17,40.5982,-124.1573,287.22,77,0,2.57
348,Valkeala,FI,2022-02-11 17:43:17,60.9401,26.7979,268.37,86,40,2.57
349,Ebolowa,CM,2022-02-11 17:43:18,2.9,11.15,298.82,67,33,2.86
350,Makakilo City,US,2022-02-11 17:43:18,21.3469,-158.0858,294.6,80,0,3.09
351,Wukari,NG,2022-02-11 17:43:18,7.85,9.7833,303.02,10,10,2.61
352,Ixtapa,MX,2022-02-11 17:38:55,20.7,-105.2,295.72,43,0,0.0
353,Tame,CO,2022-02-11 17:43:19,6.461,-71.73,300.91,53,93,4.24
354,Araguaina,BR,2022-02-11 17:43:19,-7.1911,-48.2072,300.04,77,92,2.02
355,Novoagansk,RU,2022-02-11 17:43:20,61.9449,76.6625,248.75,98,9,2.72
356,Hualmay,PE,2022-02-11 17:43:20,-11.0964,-77.6139,297.48,68,65,5.4
357,Rafai,CF,2022-02-11 17:43:20,4.95,23.9167,300.07,25,93,0.25
358,At-Bashi,KG,2022-02-11 17:43:21,41.1702,75.8106,263.7,85,100,0.33
359,Muroto,JP,2022-02-11 17:43:21,33.2833,134.15,281.99,64,47,4.77
360,Ust-Maya,RU,2022-02-11 17:43:21,60.4167,134.5333,236.12,100,85,0.44
361,Haines Junction,CA,2022-02-11 17:44:22,60.7522,-137.5108,262.12,73,100,0.51
362,Quatre Cocos,MU,2022-02-11 17:42:41,-20.2078,57.7625,299.21,80,90,2.0
363,Naumburg,DE,2022-02-11 17:44:22,51.15,11.8167,278.11,87,100,6.45
364,Miami Beach,US,2022-02-11 17:44:23,25.7906,-80.1301,300.94,66,75,4.12
365,Portobelo,PA,2022-02-11 17:44:23,9.55,-79.65,306.27,71,20,6.61
366,Talcahuano,CL,2022-02-11 17:44:24,-36.7167,-73.1167,293.97,32,0,6.69
367,Osakarovka,KZ,2022-02-11 17:44:24,50.565,72.5692,257.23,91,49,5.4
368,Cherskiy,RU,2022-02-11 17:44:24,68.75,161.3,234.72,100,71,2.72
369,Ewa Beach,US,2022-02-11 17:43:31,21.3156,-158.0072,295.38,81,0,3.09
370,Kropotkin,RU,2022-02-11 17:44:25,45.4375,40.5756,276.63,82,43,4.09
371,Kieta,PG,2022-02-11 17:44:25,-6.2167,155.6333,298.75,86,99,0.89
372,Faya,SA,2022-02-11 17:44:26,18.3851,42.4509,288.21,85,23,3.32
373,Kibala,TD,2022-02-11 17:44:26,9.1104,18.3463,306.12,18,0,0.0
374,Santa Ana,US,2022-02-11 17:40:17,33.7456,-117.8678,301.96,33,0,0.45
375,Cuxhaven,DE,2022-02-11 17:44:27,53.8718,8.6909,276.26,81,40,5.14
376,Taoudenni,ML,2022-02-11 17:44:27,22.6783,-3.9836,295.35,16,0,4.67
377,La Primavera,CO,2022-02-11 17:44:27,5.4906,-70.4092,308.3,31,92,4.96
378,Zhuanghe,CN,2022-02-11 17:44:28,39.7008,122.9911,271.94,44,100,2.71
379,Carbonia,IT,2022-02-11 17:44:28,39.1672,8.5222,285.68,76,45,2.43
380,Kaman,IN,2022-02-11 17:44:28,27.65,77.2667,285.48,43,0,2.77
381,Pacific Grove,US,2022-02-11 17:44:29,36.6177,-121.9166,295.69,46,0,1.79
382,Vanimo,PG,2022-02-11 17:44:29,-2.6741,141.3028,297.92,89,100,2.1
383,Saint-Pierre,RE,2022-02-11 17:44:29,-21.3393,55.4781,298.97,78,0,1.54
384,Chapais,CA,2022-02-11 17:44:30,49.7834,-74.8492,258.03,90,100,4.28
385,Margate,GB,2022-02-11 17:44:30,51.3813,1.3862,279.24,71,44,0.89
386,Salinas,US,2022-02-11 17:41:17,36.6777,-121.6555,297.02,43,0,5.14
387,El Reno,US,2022-02-11 17:44:31,35.5323,-97.955,289.94,31,0,11.32
388,Sawtell,AU,2022-02-11 17:44:31,-30.3833,153.1,293.16,83,75,6.17
389,Springdale,US,2022-02-11 17:44:31,36.1867,-94.1288,290.0,38,20,6.17
390,Cooma,AU,2022-02-11 17:44:32,-36.2333,149.1333,281.02,100,100,2.06
391,Mehamn,NO,2022-02-11 17:44:32,71.0357,27.8492,274.1,80,75,10.29
392,Torrington,US,2022-02-11 17:44:32,41.8007,-73.1212,285.01,42,25,1.79
393,Nuuk,GL,2022-02-11 17:44:33,64.1835,-51.7216,272.49,93,100,17.49
394,Tigil,RU,2022-02-11 17:44:33,57.8,158.6667,244.21,100,72,0.69
395,Tobol,KZ,2022-02-11 17:44:34,52.6844,62.5794,269.4,98,100,1.16
396,Minas,UY,2022-02-11 17:44:34,-34.3759,-55.2377,303.41,39,47,0.86
397,Gushikawa,JP,2022-02-11 17:44:34,26.3544,127.8686,291.72,77,100,4.12
398,Zvishavane,ZW,2022-02-11 17:44:35,-20.3267,30.0665,296.34,58,92,0.74
399,Umm Bab,QA,2022-02-11 17:44:35,25.2142,50.8072,291.97,50,0,4.62
400,Shenjiamen,CN,2022-02-11 17:44:35,29.9576,122.298,280.83,91,100,6.77
401,Santa Cruz,BO,2022-02-11 17:43:53,-17.8,-63.1667,305.18,55,75,7.2
402,Yatou,CN,2022-02-11 17:44:36,37.15,122.3833,276.38,75,100,2.87
403,Hofn,IS,2022-02-11 17:44:37,64.2539,-15.2082,271.16,54,0,4.12
404,Lang Son,VN,2022-02-11 17:44:37,21.8333,106.7333,285.84,96,100,2.15
405,Verkhnya Syrovatka,UA,2022-02-11 17:44:37,50.829,34.9586,273.45,91,100,3.48
406,Bismarck,US,2022-02-11 17:44:37,46.8083,-100.7837,260.86,71,40,9.77
407,Ballina,AU,2022-02-11 17:45:38,-28.8667,153.5667,296.13,81,75,6.17
408,Nishihara,JP,2022-02-11 17:45:38,26.1842,127.7558,291.75,77,100,4.12
409,Zyryanka,RU,2022-02-11 17:45:39,65.75,150.85,234.26,99,38,2.6
410,Berlevag,NO,2022-02-11 17:45:39,70.8578,29.0864,274.12,69,75,11.32
411,Amahai,ID,2022-02-11 17:45:39,-3.3333,128.9167,298.9,84,99,1.72
412,Rosarito,MX,2022-02-11 17:45:04,32.3333,-117.0333,298.84,39,0,0.75
413,Brufut,GM,2022-02-11 17:45:40,13.3814,-16.7518,309.2,13,0,7.72
414,Alice Springs,AU,2022-02-11 17:44:35,-23.7,133.8833,291.9,72,0,0.0
415,Kanashevo,RU,2022-02-11 17:45:40,55.2169,62.0634,264.32,95,100,3.64
416,Zhuhai,CN,2022-02-11 17:45:41,22.2769,113.5678,292.03,100,20,1.03
417,Outlook,CA,2022-02-11 17:41:31,51.5001,-107.0513,257.98,84,100,1.94
418,Saint-Georges,GD,2022-02-11 17:45:41,12.0564,-61.7485,300.97,74,75,10.29
419,Iracoubo,GF,2022-02-11 17:45:41,5.4802,-53.2011,299.14,86,44,4.25
420,Fare,PF,2022-02-11 17:45:42,-16.7,-151.0167,300.6,71,3,6.65
421,Alappuzha,IN,2022-02-11 17:45:42,9.49,76.3264,299.98,70,52,2.2
422,Biak,ID,2022-02-11 17:45:43,-0.9131,122.8766,297.58,82,95,1.5
423,Klyuchi,RU,2022-02-11 17:45:43,52.2667,79.1667,247.06,100,65,2.36
424,Mayskiy,RU,2022-02-11 17:45:43,47.6931,40.1025,277.82,87,100,7.85
425,Seoul,KR,2022-02-11 17:41:24,37.5683,126.9778,273.93,75,75,2.06
426,San Cristobal,VE,2022-02-11 17:45:13,7.7669,-72.225,292.25,56,83,1.34
427,Malyye Derbety,RU,2022-02-11 17:45:44,47.9547,44.6808,277.19,94,96,6.75
428,Malinovoye Ozero,RU,2022-02-11 17:45:44,51.6753,79.7825,247.1,100,52,2.29
429,Marfino,RU,2022-02-11 17:45:45,55.7028,37.3822,274.1,74,0,5.0
430,Esso,RU,2022-02-11 17:45:45,55.9333,158.7,251.37,96,50,1.84
431,Belmonte,BR,2022-02-11 17:45:46,-15.8631,-38.8828,302.43,64,16,4.47
432,Luwingu,ZM,2022-02-11 17:45:46,-10.2621,29.9271,290.37,97,96,1.08
433,Saint-Joseph,RE,2022-02-11 17:45:46,-21.3667,55.6167,298.36,77,43,1.84
434,Wronki,PL,2022-02-11 17:45:47,52.7105,16.3804,277.38,86,64,3.6
435,Xining,CN,2022-02-11 17:42:51,36.6167,101.7667,266.87,96,100,0.44
436,Bay-Khaak,RU,2022-02-11 17:45:47,51.1667,94.5,241.96,95,47,1.32
437,Bako,ET,2022-02-11 17:45:47,5.7833,36.5667,295.76,44,100,1.76
438,Pandan,PH,2022-02-11 17:45:48,14.0453,124.1694,298.5,87,65,7.83
439,Bajah,YE,2022-02-11 17:45:48,13.8141,44.6301,291.0,81,14,1.01
440,Sinnamary,GF,2022-02-11 17:45:48,5.3833,-52.95,299.35,84,55,3.94
441,Portland,US,2022-02-11 17:42:07,45.5234,-122.6762,283.94,85,75,1.79
442,Quelimane,MZ,2022-02-11 17:45:49,-17.8786,36.8883,301.12,69,75,4.63
443,Maniitsoq,GL,2022-02-11 17:45:49,65.4167,-52.9,270.59,96,100,8.95
444,Mahebourg,MU,2022-02-11 17:45:50,-20.4081,57.7,299.31,83,40,1.03
445,Khargone,IN,2022-02-11 17:45:50,21.8167,75.6,291.85,26,5,1.89
446,Gazli,UZ,2022-02-11 17:45:50,40.1333,63.45,279.31,74,100,5.97
447,Straumen,NO,2022-02-11 17:45:51,63.8709,11.2999,274.23,66,100,9.06
448,Cihuatlan,MX,2022-02-11 17:45:51,19.2366,-104.5651,303.35,24,0,2.69
449,Cayenne,GF,2022-02-11 17:45:51,4.9333,-52.3333,299.17,89,75,2.06
450,Tingi,TZ,2022-02-11 17:45:52,-11.3,35.0333,289.73,96,100,0.8
451,Saint-Augustin,CA,2022-02-11 17:45:52,51.226,-58.6502,274.24,88,96,6.9
452,Nadym,RU,2022-02-11 17:45:53,65.5333,72.5167,254.29,80,2,7.99
453,Grand Gaube,MU,2022-02-11 17:45:53,-20.0064,57.6608,299.37,78,97,0.45
454,Karwar,IN,2022-02-11 17:46:54,14.8,74.1333,297.19,65,0,3.0
455,Bongaree,AU,2022-02-11 17:46:55,-27.0797,153.1586,294.98,78,0,7.21
456,Palmer,US,2022-02-11 17:46:55,42.1584,-72.3287,285.37,37,20,5.66
457,Meulaboh,ID,2022-02-11 17:46:55,4.1363,96.1285,297.08,89,100,3.41
458,Klaksvik,FO,2022-02-11 17:46:56,62.2266,-6.589,276.66,72,100,4.75
459,Abha,SA,2022-02-11 17:46:56,18.2164,42.5053,288.05,82,0,3.09
460,Heishan,CN,2022-02-11 17:46:57,41.6892,122.1128,266.7,60,100,2.84
461,Wamba,NG,2022-02-11 17:46:57,8.9333,8.6,301.32,10,46,1.07
462,Burns Lake,CA,2022-02-11 17:42:21,54.2331,-125.7533,260.83,86,98,0.26
463,Muisne,EC,2022-02-11 17:46:57,0.6,-80.0333,302.21,78,88,4.18
464,Amot,NO,2022-02-11 17:46:58,59.5714,7.9877,266.16,94,51,0.91
465,Zeya,RU,2022-02-11 17:46:58,53.75,127.2667,252.63,94,99,2.02
466,Port Hardy,CA,2022-02-11 17:45:44,50.6996,-127.4199,279.13,93,100,1.03
467,Berja,ES,2022-02-11 17:46:59,36.8469,-2.9497,289.33,80,19,0.98
468,Neuquen,AR,2022-02-11 17:46:59,-38.9516,-68.0591,297.92,14,0,4.35
469,Baruun-Urt,MN,2022-02-11 17:47:00,46.6806,113.2792,252.48,98,97,2.91
470,Tezu,IN,2022-02-11 17:47:00,27.9167,96.1667,285.24,69,10,1.58
471,Ovalle,CL,2022-02-11 17:47:00,-30.5983,-71.2003,301.02,42,3,5.56
472,Lichinga,MZ,2022-02-11 17:47:00,-13.3128,35.2406,289.71,98,100,1.52
473,Aswan,EG,2022-02-11 17:47:01,24.0934,32.907,290.76,31,0,3.09
474,Comodoro Rivadavia,AR,2022-02-11 17:47:01,-45.8667,-67.5,291.07,29,0,5.66
475,Erzin,TR,2022-02-11 17:47:02,36.9559,36.2,284.55,77,6,0.99
476,Spencer,US,2022-02-11 17:47:02,43.1414,-95.1444,269.21,65,100,14.92
477,Coihueco,CL,2022-02-11 17:47:03,-36.6167,-71.8333,296.56,29,0,5.14
478,Tucuma,BR,2022-02-11 17:47:03,-0.1833,-50.05,300.83,79,100,2.95
479,Ostrovnoy,RU,2022-02-11 17:47:04,68.0531,39.5131,265.44,94,99,5.03
480,Namibe,AO,2022-02-11 17:47:04,-15.1961,12.1522,297.81,80,66,3.22
481,Awbari,LY,2022-02-11 17:47:05,26.5921,12.7805,285.77,31,0,3.67
482,Mopipi,BW,2022-02-11 17:47:05,-21.1833,24.8833,301.02,32,47,3.15
483,Bonavista,CA,2022-02-11 17:44:24,48.6499,-53.1147,277.66,79,86,6.74
484,Deori,IN,2022-02-11 17:47:05,21.45,82.6167,289.01,35,10,1.38
485,Taft,IR,2022-02-11 17:47:06,31.7471,54.2088,285.12,21,75,6.17
486,Barentu,ER,2022-02-11 17:47:07,15.1139,37.5928,294.25,60,0,5.2
487,Mount Isa,AU,2022-02-11 17:47:07,-20.7333,139.5,303.02,32,40,4.63
488,Herat,AF,2022-02-11 17:47:08,34.5,62.0,280.0,51,4,6.06
489,Mayo,US,2022-02-11 17:46:10,38.8876,-76.5119,291.34,46,0,6.17
490,Baglan,AF,2022-02-11 17:47:08,36.1307,68.7083,283.75,33,84,1.48
491,Khanapur,IN,2022-02-11 17:47:08,15.6333,74.5167,294.42,42,5,1.99
492,Bilma,NE,2022-02-11 17:47:09,18.6853,12.9164,293.12,17,0,2.73
493,Nambucca Heads,AU,2022-02-11 17:47:10,-30.65,153.0,293.15,94,50,5.45
494,Carroll,US,2022-02-11 17:47:10,39.5501,-77.0164,289.35,32,0,5.66
495,Ritchie,ZA,2022-02-11 17:47:10,-29.038,24.6028,301.71,19,0,0.71
496,Jalu,LY,2022-02-11 17:47:11,29.0331,21.5482,286.64,47,0,3.07
497,Mnogovershinnyy,RU,2022-02-11 17:47:11,53.9353,139.9242,262.49,97,100,1.42
498,Awjilah,LY,2022-02-11 17:47:11,29.1081,21.2869,286.62,47,0,3.34
499,Floro,NO,2022-02-11 17:47:12,61.5996,5.0328,277.13,87,75,7.72
500,Salalah,OM,2022-02-11 17:46:28,17.0151,54.0924,297.2,60,20,1.03
501,Bereda,ES,2022-02-11 17:47:12,43.2686,-7.5406,285.05,95,100,1.64
502,Riyadh,SA,2022-02-11 17:47:12,24.6877,46.7219,293.23,30,0,5.01
503,Hajnowka,PL,2022-02-11 17:48:13,52.7433,23.5812,275.94,84,100,0.45
504,Ulladulla,AU,2022-02-11 17:48:13,-35.35,150.4667,291.65,87,54,4.66
505,Aklavik,CA,2022-02-11 17:43:37,68.2191,-135.0107,242.61,75,20,1.54
506,Mmathubudukwane,BW,2022-02-11 17:48:14,-24.6,26.4333,301.63,23,40,5.3
507,Morant Bay,JM,2022-02-11 17:48:14,17.8815,-76.4093,300.74,73,15,5.45
508,Tajumulco,GT,2022-02-11 17:48:14,15.0833,-91.8833,291.59,45,1,2.33
509,Dulce Grande,MX,2022-02-11 17:48:15,23.0,-102.1667,289.03,28,7,2.13
510,Saraland,US,2022-02-11 17:48:15,30.8207,-88.0706,292.77,37,24,2.43
511,Ponta Do Sol,PT,2022-02-11 17:48:07,32.6667,-17.1,293.55,81,2,0.91
512,Effingham,US,2022-02-11 17:48:16,32.3669,-81.3332,293.63,35,100,2.43
513,Kismayo,SO,2022-02-11 17:48:16,-0.3582,42.5454,298.48,81,65,7.72
514,Blackwater,AU,2022-02-11 17:48:17,-23.5833,148.8833,294.46,75,0,3.04
515,Broome,US,2022-02-11 17:48:17,42.2506,-75.833,282.69,48,0,5.66
516,Suraabad,AZ,2022-02-11 17:48:17,40.8192,49.4687,278.25,80,12,3.26
517,Baculin,PH,2022-02-11 17:48:18,7.4525,126.5842,297.73,85,53,1.84
518,Nassau,US,2022-02-11 17:47:11,40.7507,-73.5829,287.99,55,0,7.2
519,Pangai,TO,2022-02-11 17:48:19,-19.8,-174.35,300.21,78,20,3.09
520,Storm Lake,US,2022-02-11 17:48:19,42.6411,-95.2097,268.98,80,75,12.35
521,Rocha,UY,2022-02-11 17:48:20,-34.4833,-54.3333,304.17,40,25,2.8
522,Sangar,RU,2022-02-11 17:48:20,63.9242,127.4739,234.83,100,78,0.76
523,North Bend,US,2022-02-11 17:48:20,43.4065,-124.2243,282.11,62,0,2.99
524,Arman,RU,2022-02-11 17:48:21,59.7,150.1667,250.38,80,93,3.02
525,Port Blair,IN,2022-02-11 17:48:21,11.6667,92.75,299.17,78,40,1.03
526,Vostok,RU,2022-02-11 17:48:21,46.4856,135.8833,263.77,97,100,1.33
527,Zhigansk,RU,2022-02-11 17:48:22,66.7697,123.3711,240.58,100,92,2.82
528,Peniche,PT,2022-02-11 17:48:22,39.3558,-9.3811,291.96,82,81,2.35
529,Opuwo,NA,2022-02-11 17:48:23,-18.0607,13.84,296.03,72,99,1.66
530,Alugan,PH,2022-02-11 17:48:23,12.2188,125.4808,298.77,89,100,5.84
531,Pedernales,DO,2022-02-11 17:48:23,18.0384,-71.744,302.85,49,0,0.55
532,Lamar,US,2022-02-11 17:48:24,33.6668,-95.5836,293.51,36,0,8.75
533,Isangel,VU,2022-02-11 17:48:24,-19.55,169.2667,299.33,86,99,4.88
534,Ewo,CG,2022-02-11 17:48:24,-0.8725,14.8206,302.09,49,98,0.97
535,Katobu,ID,2022-02-11 17:43:34,-4.9408,122.5276,297.55,90,100,0.62
536,Abnub,EG,2022-02-11 17:48:25,27.2696,31.1511,289.27,40,0,3.92
537,Lavrentiya,RU,2022-02-11 17:47:56,65.5833,-171.0,240.54,94,32,2.92
538,Novogurovskiy,RU,2022-02-11 17:48:25,54.4678,37.3428,273.92,90,66,3.22
539,Estevan,CA,2022-02-11 17:47:11,49.1334,-102.9842,256.34,71,40,4.37
540,Nexo,DK,2022-02-11 17:48:26,55.0607,15.1306,276.2,65,36,9.54
541,Vanavara,RU,2022-02-11 17:48:26,60.34,102.2797,242.75,100,30,0.48
542,Srikakulam,IN,2022-02-11 17:48:26,18.3,83.9,295.16,80,5,2.48
543,Vestmannaeyjar,IS,2022-02-11 17:47:27,63.4427,-20.2734,275.7,69,100,11.32
544,Hwange,ZW,2022-02-11 17:48:27,-18.3693,26.5019,294.45,89,94,0.85
545,Porangatu,BR,2022-02-11 17:48:27,-13.4408,-49.1486,300.31,71,67,1.92
546,East Wenatchee Bench,US,2022-02-11 17:48:28,47.4257,-120.2812,277.78,86,0,3.09
547,Atar,MR,2022-02-11 17:48:28,20.5169,-13.0499,300.52,10,23,9.42
548,Launceston,AU,2022-02-11 17:49:28,-41.45,147.1667,286.37,71,100,4.63
549,Vadso,NO,2022-02-11 17:49:29,70.0744,29.7487,272.12,74,75,8.75
550,Khalkhal,IR,2022-02-11 17:49:29,37.6189,48.5258,265.55,94,96,2.65
551,Coruripe,BR,2022-02-11 17:49:29,-10.1256,-36.1756,303.62,54,23,7.24
552,Antofagasta,CL,2022-02-11 17:49:30,-23.65,-70.4,297.16,61,6,4.2
553,Kharp,RU,2022-02-11 17:49:30,66.8014,65.8081,251.55,100,100,1.85
