City_ID,Hotel Name,City,Country,Max Temp,Lat,Lng
2,Tu Casa,East London,ZA,26.74000000000001,-33.02,27.91
3,People ThankYou,Rikitea,PF,26.07000000000005,-23.12,-134.97
4,Villa Enata,Atuona,PF,25.090000000000032,-9.8,-139.03
5,Sheraton Kauai Coconut Beach Resort,Kapaa,US,19.99000000000001,22.08,-159.32
8,Hotel Posada San Jose,Pochutla,MX,28.900000000000034,15.74,-96.47
11,Misty Waves Boutique Hotel,Hermanus,ZA,23.28000000000003,-34.42,19.23
12,KORBEY D'OR OUEST,Le Port,RE,27.0,-20.94,55.29
14,CHACARA BAILLY,Castro,BR,25.689999999999998,-24.79,-50.01
15,Isles Sunset Lodge,Butaritari,KI,27.700000000000045,3.07,172.79
17,Nusa Island Retreat,Kavieng,PG,27.120000000000005,-2.57,150.8
18,Pension Oaoa,Tautira,PF,24.010000000000048,-17.73,-149.15
20,The Regency Hotel,Yanam,IN,23.060000000000002,16.73,82.22
22,Paraiso Escondido,Mutis,CO,25.33000000000004,6.23,-77.4
23,Hotel do Campo,Ponta Do Sol,PT,20.950000000000045,32.67,-17.1
24,LE PAPYRUS ,Sibiti,CG,27.129999999999995,-3.68,13.35
25,Shandrani Beachcomber Resort & Spa,Mahebourg,MU,27.160000000000025,-20.41,57.7
29,Bils' Villa,Souillac,MU,27.210000000000036,-20.52,57.52
33,Casona Del Muelle,Pimentel,PE,25.160000000000025,-6.84,-79.93
34,Nuevo Hotel Plaza,Chuy,UY,24.439999999999998,-33.7,-53.46
37,Hostal Las Lilas,Lebu,CL,20.950000000000045,-37.62,-73.65
38,Desert Gardens Hotel ,Yulara,AU,23.910000000000025,-25.24,130.99
39,Pousada Porto Praia,Arraial Do Cabo,BR,26.920000000000016,-22.97,-42.03
45,Maui Seaside Hotel,Kahului,US,21.58000000000004,20.89,-156.47
49,Scoop Guest House,Hithadhoo,MV,27.710000000000036,-0.6,73.08
50,Hotel San Isidro Oficial,Pisco,PE,23.340000000000032,-13.7,-76.22
51,Takalvan Motel,Bundaberg,AU,21.160000000000025,-24.85,152.35
52,Hôtel Le Dronmi,Cayenne,GF,27.02000000000004,4.93,-52.33
53,Gran Hotel Mar del Plata,Mar Del Plata,AR,19.010000000000048,-38.0,-57.56
